Year,District,Block_Panchayat,Ward_No,Ward_Name,Winning_Candidate,Party,Category,Reservation_Status,Source
2020,Wayanad,Mananthavady,4,KARTIKULAM,VIMALA B M,CPI(M),ST Woman,ST Woman,OpenDataKerala GitHub
2020,Wayanad,Mananthavady,5,THIRUNELLY,A K JAYABARATHI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Mananthavady,6,THONICHAL,INDIRA PREMACHANDRAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Mananthavady,7,PALLIKKAL,JUSTINE BABY,CPI(M),General,General,OpenDataKerala GitHub
2020,Wayanad,Mananthavady,8,KALLODY,K V VIJOL,CPI(M),General,General,OpenDataKerala GitHub
2020,Wayanad,Mananthavady,9,THARUVANA,AMEEN P K,IUML,General,General,OpenDataKerala GitHub
2020,Wayanad,Mananthavady,10,KATTAYAD,BALAN VALLARIMAL,IUML,ST,ST,OpenDataKerala GitHub
2020,Wayanad,Mananthavady,11,VELLAMUNDA,KALYANI P,CPI(M),ST Woman,ST Woman,OpenDataKerala GitHub
2020,Wayanad,Mananthavady,12,THETTAMALA,P CHANDRAN,INC,General,General,OpenDataKerala GitHub
2020,Wayanad,Mananthavady,13,THONDERNAD,RAMYA THARESH,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Sulthan Bathery,1,MEENANGADY,BEENA VIJAYAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Sulthan Bathery,2,KOLAGAPPARA,LATHA SASI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Sulthan Bathery,3,AMBUKUTHI,P K SATHAR,CPI(M),General,General,OpenDataKerala GitHub
2020,Wayanad,Sulthan Bathery,4,NAMBIKOLLY,M A ASSAINAR,IUML,General,General,OpenDataKerala GitHub
2020,Wayanad,Sulthan Bathery,5,KALLOOR,PUSHAPA ANOOP,INC,Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Sulthan Bathery,6,MUTHANGA,MANI C,INC,ST,ST,OpenDataKerala GitHub
2020,Wayanad,Sulthan Bathery,7,CHEERAL,PRASANNA SASEENDRAN,INC,Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Sulthan Bathery,8,KOLIYADI,EDACKAL MOHANAN,INC,General,General,OpenDataKerala GitHub
2020,Wayanad,Sulthan Bathery,9,CHULLIODE,AMBILI SUDHI,CPI(M),ST Woman,ST Woman,OpenDataKerala GitHub
2020,Wayanad,Sulthan Bathery,10,THOMATTUCHAL,A S VIJAYA,INC,ST Woman,ST Woman,OpenDataKerala GitHub
2020,Wayanad,Sulthan Bathery,11,AMBALAVAYAL,ANISH B NAIR,CPI(M),General,General,OpenDataKerala GitHub
2020,Wayanad,Sulthan Bathery,12,KUMBALERY,GLADIS SCARIYA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Sulthan Bathery,13,KRISHNAGIRI,ASSAINAR,CPI(M),General,General,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,1,PADINJARATHARA,ASMA K K,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,2,KOTTATHARA,P K ABDURAHIMAN,INC,General,General,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,3,VENGAPPALLY,JOSE PARAPPURAM,CPI(M),General,General,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,4,MADAKKIMALA,AYISHABI,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,5,MUTTIL,CHANDRIKA KRISHNAN,INC,Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,6,THRIKKAIPPATTA,ARUNDEV,INC,SC,SC,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,7,MUPPAINAD,FOUSIYA BASHEER,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,8,ARAPETTA,JASHEER PALLIVAYAL,INC,General,General,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,9,CHOORALMALA,RAGHAVAN C ARUNAMALA,CPI(M),ST,ST,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,10,MEPPADI,NASEEMA TEACHER,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,11,CHARITTY,ELSY GEORGE,CPI(M),General,General,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,12,VYTHIRI,USHAKUMARI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,13,POZHUTHANA,LAKSHMI KELU,IUML,ST Woman,ST Woman,OpenDataKerala GitHub
2020,Wayanad,Kalpetta,14,THARIODE,SHIBU PAUL,CPI,General,General,OpenDataKerala GitHub
2020,Wayanad,Panamaram,1,ANJUKUNNU,KUNHAMMED,IUML,General,General,OpenDataKerala GitHub
2020,Wayanad,Panamaram,2,PAKKAM,NIKHILA P ANTONY,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Panamaram,3,ANAPPARA,MERCY BENNY,INC,Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Panamaram,4,PADICHIRA,GIRIJA KRISHNAN,INC,ST Woman,ST Woman,OpenDataKerala GitHub
2020,Wayanad,Panamaram,5,MULLANKOLLI,ADV. P D SAJI,INC,General,General,OpenDataKerala GitHub
2020,Wayanad,Panamaram,6,PULPALLY,RAJANI CHANDRAN,INC,ST Woman,ST Woman,OpenDataKerala GitHub
2020,Wayanad,Panamaram,7,IRULAM,KALESH SATHYALAYAM,CPI,General,General,OpenDataKerala GitHub
2020,Wayanad,Panamaram,8,VAKERY,E K BALAKRISHNAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Wayanad,Panamaram,9,KENICHIRA,LOVELY SHAJU,INC,Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Panamaram,10,NADAVAYAL,ANNAKUTTY UNNIKUNNEL,INC,Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Panamaram,11,POOTHADI,NITHYA BIJUKUMAR,INC,Woman,Woman,OpenDataKerala GitHub
2020,Wayanad,Panamaram,12,PACHILAKKAD,MANI T,IUML,ST,ST,OpenDataKerala GitHub
2020,Wayanad,Panamaram,13,KANIYAMBATTA,ABDUL GAFOOR K K,IUML,General,General,OpenDataKerala GitHub
2020,Wayanad,Panamaram,14,PANAMARAM,SAJESH SEBASTIAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,Payyannur,1,KARIVELLUR,APPUKUTTAN M V,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,Payyannur,2,PERALAM,PANKAJAKSHI P,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Payyannur,3,CHOORAL,LISSY ELIYAS,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Payyannur,4,PADIYOTCHAL,DAMODARAN MASTER K,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,Payyannur,5,PULINGOME,POULOSE A C,KC(M)PJJ,General,General,OpenDataKerala GitHub
2020,Kannur,Payyannur,6,PRAPPOIL,NASEERA K P,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Payyannur,7,PERITHATTA,RAJANI MOHAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Payyannur,8,VELLORA,CHANDRAKANTH K R,CPI,SC,SC,OpenDataKerala GitHub
2020,Kannur,Payyannur,9,MATHAMANGALAM,ADV. RAMESAN K P,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,Payyannur,10,KANKOL,VALSALA P V,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Payyannur,11,KUNHIMANGALAM,REENA K P,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Payyannur,12,KUNNARU,DEEBU M V,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,Payyannur,13,RAMANTHALI,VALSALA A,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Thalipparamba,1,THERTHALLY,P M MOHANAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,Thalipparamba,2,ALAKODE,P PREMALATHA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Thalipparamba,3,UDAYAGIRI,SARITHA JOSE,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Thalipparamba,4,KAPPIMALA,GIRIJAMONEY,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Thalipparamba,5,KARUVANCHAL,VAHEEDA M P,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Thalipparamba,6,NADUVIL,JOSHY KANDATHIL,INC,General,General,OpenDataKerala GitHub
2020,Kannur,Thalipparamba,7,CHUZHALI,N NARAYANAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,Thalipparamba,8,CHENGALAYI,KOYYAM JANARDHANAN,INC,General,General,OpenDataKerala GitHub
2020,Kannur,Thalipparamba,9,KURUMATHUR,SABITHA C M,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Thalipparamba,10,PANNIYOOR,P P SHANOJ,CPI(M),SC,SC,OpenDataKerala GitHub
2020,Kannur,Thalipparamba,11,PATTUVAM,ANAKKEEL CHANDRAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,Thalipparamba,12,PARIYARAM,MALLIKA E C,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Thalipparamba,13,KUTTYERI,C M KRISHNAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,Thalipparamba,14,KADANNAPALLI,VALSALA C I,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Thalipparamba,15,EDAKKOM,SHEEJA KAIPRATH,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Thalipparamba,16,CHAPPARAPADAVU,UNAISE ERUVATTY,IUML,General,General,OpenDataKerala GitHub
2020,Kannur,Irikkur,1,KUDIANMALA,SOJAN KARAMAYIL,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Irikkur,2,CHANDANAKAMPARA,RAGHAVAN.P.R.,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Irikkur,3,NUCHIYAD,GEORGE JOSEPH,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Irikkur,4,VATTIYAMTHODU,CHACKO PALACKALODY,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Irikkur,5,ULIKKAL,LISSY.O.S.,KC(J),General,General,OpenDataKerala GitHub
2020,Kannur,Irikkur,6,PADIYOOR,ANITHA.K.,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,Irikkur,7,IRIKKUR,YASARA.C.V.N.,IUML,General,General,OpenDataKerala GitHub
2020,Kannur,Irikkur,8,PERUVALATHUPARAMBU,PRASANNA.M.P.,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,Irikkur,9,MALAPATTAM,ROBERT GEORGE,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Irikkur,10,KUTTIATTUR,LIJI.M.K.,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,Irikkur,11,CHATTUKAARA,MUNEER.P.K.,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Irikkur,12,MAYYIL,M. V. OMANA,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,Irikkur,13,KAYARALAM,RESHMA.K.P.,CPI(M),ST,ST,OpenDataKerala GitHub
2020,Kannur,Irikkur,14,PAYYAVOOR,THOMAS(JAMES THURUTHEL),INC,Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Kannur,1,AZHEEKKAL,ABDUL NIZAR VAIPARAMBA,CPI,General,General,OpenDataKerala GitHub
2020,Kannur,Kannur,2,VALAPATTANAM,K P THAHIRA,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Kannur,3,ILLIPURAM,PRACHITHRA K V,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Kannur,4,KARIKKANKULAM,P SREEJA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Kannur,5,MANKADAVU,P M SUJAYA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Kannur,6,PAPPINISSERY CENTRAL,AJITHA P V,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Kannur,7,KATTAMBALLY,SATHISHAN K V,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,Kannur,8,PUTHIYA THERU,SATHI V K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Kannur,9,CHIRAKKAL,K C JISHA,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,Kannur,10,ALAVIL,CHANDRAMOHANAN P O,INC,General,General,OpenDataKerala GitHub
2020,Kannur,Kannur,11,ARAMKOTTAM,RIMIL K,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,Kannur,12,MEENKUNNU,P PRASEETHA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Kannur,13,VANKULATH VAYAL,SAJEEVAN C H,CPI(M),SC,SC,OpenDataKerala GitHub
2020,Kannur,Edakkad,1,KAMBIL,SHAMEEMA T V,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Edakkad,2,KOLACHERI,C M PRASEEHA TEACHER,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Edakkad,3,KANHIRODE,BINDU K,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Edakkad,4,THALAMUNDA,MUMTHAS K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Edakkad,5,IRIVERI,ADV. M C SAJEESH,CPI,General,General,OpenDataKerala GitHub
2020,Kannur,Edakkad,6,MAKRERI,C SANJANA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Edakkad,7,MAVILAYI,BALAGOPALAN K P,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,Edakkad,8,KADAMBUR,PRADEEPKUMAR K V,INC,SC,SC,OpenDataKerala GitHub
2020,Kannur,Edakkad,9,KADACHIRA,K V JAYARAJAN,INC,General,General,OpenDataKerala GitHub
2020,Kannur,Edakkad,10,CHALA,E K SURESHAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,Edakkad,11,CHEMBILODE,P K ANITHA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Edakkad,12,MOWANCHERRY,PRAMEELA P K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Edakkad,13,KANACHERRY,K V KABEER,IUML,General,General,OpenDataKerala GitHub
2020,Kannur,Thalassery,1,ANJARAKANDY,M RAMESHAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,Thalassery,2,MUZHAPPALA,P M MOHANAN MASTER,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,Thalassery,3,VENGAD,C P ANITHA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Thalassery,4,PADUVILAYI,REJI C,CPI(M),SC,SC,OpenDataKerala GitHub
2020,Kannur,Thalassery,5,PATHIRIYAD,MURIKOLI PAVITHRAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,Thalassery,6,ERUVATTY,NISSAR T,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,Thalassery,7,VADAKKUMPAD,P R VASANTHAN MASTER,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,Thalassery,8,ERANHOLI,MANJUSHA K D,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Thalassery,9,NEW MAHE,N REJITHA PRATHEEP,CPI,Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Thalassery,10,DHARMADAM,SEEMA P,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Thalassery,11,KOODAKKADAVU,ROJA T V,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Thalassery,12,MUZHAPPILANGAD,FARSHANA K T,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Thalassery,13,PALAYAD,BYJU N T,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,Thalassery,14,PINARAYI,SAJITHA C M,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Kuthuparamba,1,VATTIPRAM,P K BASHEER,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,Kuthuparamba,2,KANDAMKUNNU,O GANGADHARAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,Kuthuparamba,3,MANANTHERI,R SHEELA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Kuthuparamba,4,CHITTARIPARAMBA,P V SURENDRAN,CPI,General,General,OpenDataKerala GitHub
2020,Kannur,Kuthuparamba,5,POYILOOR,SHYRINA P,LJD,Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Kuthuparamba,6,KOLAVALLOOR,V P SANTHA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Kuthuparamba,7,KADAVATHOOR,P K ALI,IUML,General,General,OpenDataKerala GitHub
2020,Kannur,Kuthuparamba,8,PUTHOOR,SADIQUE K P,IUML,General,General,OpenDataKerala GitHub
2020,Kannur,Kuthuparamba,9,CHENDAYAD,CHANDRIKA,LJD,Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Kuthuparamba,10,MUTHIYANGA,ROJA P,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Kuthuparamba,11,PATTIAM,T DAMODARAN,CPI(M),ST,ST,OpenDataKerala GitHub
2020,Kannur,Kuthuparamba,12,KOTTAYAM,DEEPA T K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Kuthuparamba,13,MANGATTIDAM,LIJISHA K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Iritty,1,PATTANNUR,K.C.RAJASREE,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Iritty,2,MADATHIL,K.N.PADMAVATHI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Iritty,3,VALLITHODE,ADV.HAMEED.K,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,Iritty,4,CHARAL,MARY (MARY REJI),INC,Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Iritty,5,ANGADIKKADAVU,JOLLY JOHN,KC(M)PJJ,Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Iritty,6,KEEZHPALLY,SHOBHA.V.,INC,ST,ST,OpenDataKerala GitHub
2020,Kannur,Iritty,7,VELIMANAM,K.VELAYUDAN,INC,General,General,OpenDataKerala GitHub
2020,Kannur,Iritty,8,EDOOR,SHIJI NADUPARAMBIL,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Iritty,9,ALAYAD,P.SANEESH,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,Iritty,10,THILLENKERY,NAJEEDA SADIK.M.K,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Iritty,11,KEEZHALLUR,SUSMITHA.M,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Iritty,12,EDAYANNUR,SHIJU EDAYANNUR,INC,General,General,OpenDataKerala GitHub
2020,Kannur,Iritty,13,KOODALI,M.RATHEESH,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,Peravoor,1,PALA,BYJU VARGHESE,INC,General,General,OpenDataKerala GitHub
2020,Kannur,Peravoor,2,ADAKKATHODU,MARYKUTTY JOHNSON,KC(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Peravoor,3,AMBAYATHODU,SUNEENDRAN K N,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,Peravoor,4,KOTTIYOOR,INDIRA SREEDHARAN,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Peravoor,5,KELAKAM,MAIDHILIY REMANAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Peravoor,6,KOLAKKADU,PAL GOPALAN,INC,ST,ST,OpenDataKerala GitHub
2020,Kannur,Peravoor,7,PERAVOOR,PREETHA DINESAN,CPI,Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Peravoor,8,KOLAYAD,A T K MUHAMMED,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,Peravoor,9,ALACHEREI,REENA NARAYANAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Peravoor,10,KANHILERI,SHIHAB PATTARI,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,Peravoor,11,MALUR,PREMI PREMAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Peravoor,12,MURINGODI,PREETHILATHA M,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Peravoor,13,MUZHAKKUNNU,K SUDHAKARAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,Kalliasseri,1,MADAYI,C P MUHAMMED RAFEEQ,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,Kalliasseri,2,CHERUTHAZHAM,K M SHOBHA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Kalliasseri,3,PILATHARA,A V RAVINDRAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,Kalliasseri,4,EZHOME,D VIMALA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Kalliasseri,5,PAZHAYANGADI,PADMINI K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Kalliasseri,6,CHERUKUNNU,RESHMA PARAGAN,CPI,Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Kalliasseri,7,KANNAPURAM,PREMA SURENDRAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Kalliasseri,8,IRINAVE,K PREETHA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Kalliasseri,9,KALLIASSERI,P P SHAJIR,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,Kalliasseri,10,NARATH,NIKETH NARATH,INC,General,General,OpenDataKerala GitHub
2020,Kannur,Kalliasseri,11,KANNADIPARAMBA,RASHEEDA T,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Kalliasseri,12,MATTOOL SOUTH,EBRAHIM KUTTY HAJI K K,IUML,General,General,OpenDataKerala GitHub
2020,Kannur,Kalliasseri,13,MATTOOL NORTH,VIJESH O,INC,SC,SC,OpenDataKerala GitHub
2020,Kannur,Kalliasseri,14,PUTHIYANGADI,C H MUSTHAFA,IUML,General,General,OpenDataKerala GitHub
2020,Kannur,Panoor,1,PULLYODE,RAMESH KANDOTH,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,Panoor,2,KADIRUR,SHEEJA KARAY,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Panoor,3,CHUNDANGAPOYIL,RAMLA T T,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Panoor,4,VALLIAYI,YOOSAF K P,INL,General,General,OpenDataKerala GitHub
2020,Kannur,Panoor,5,MOKERI,PRASEETHA N,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Panoor,6,CHAMBAD,K P SASIDHARAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,Panoor,7,PANNIANNUR,SHILAJA A,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Panoor,8,MEKKUNNU,SRINILA SREEJITH,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Panoor,9,KANJIRATHIN KEEZHIL,KHALID A K,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,Panoor,10,CHOKLI,THEERTHA ANOOP,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Panoor,11,NIDUMBRAM,NIKHIL K K,CPI(M),SC,SC,OpenDataKerala GitHub
2020,Kannur,Panoor,12,MANEKKARA,SATHI P,CPI,Woman,Woman,OpenDataKerala GitHub
2020,Kannur,Panoor,13,PONNIAM,SANTHOSH P V,CPI(M),General,General,OpenDataKerala GitHub
2020,Kasargode,Manjeshwar,1,KUNJATHUR,SHAFA FAROOK CHECK POST,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kasargode,Manjeshwar,2,BADAJE,N. ABDUL HAMEED,SDPI,General,General,OpenDataKerala GitHub
2020,Kasargode,Manjeshwar,3,VORKADY,MOIDEENKUNHI,CPI(M),General,General,OpenDataKerala GitHub
2020,Kasargode,Manjeshwar,4,MULIGADDE,SAROJA R BALLAL,BJP,Woman,Woman,OpenDataKerala GitHub
2020,Kasargode,Manjeshwar,5,PERMUDE,CHANDRAVATHI T N,BJP,Woman,Woman,OpenDataKerala GitHub
2020,Kasargode,Manjeshwar,6,ENMAKAJE,ANIL KUMAR,BJP,General,General,OpenDataKerala GitHub
2020,Kasargode,Manjeshwar,7,PERLA,K BATTU SHETTY,BJP,General,General,OpenDataKerala GitHub
2020,Kasargode,Manjeshwar,8,PUTHIGE,CHANDRAVATHI M,CPI(M),General,General,OpenDataKerala GitHub
2020,Kasargode,Manjeshwar,9,ICHILANGODU,FATHIMATH ZUHRA,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kasargode,Manjeshwar,10,BANDIYODU,ASHOKA K,IUML,SC,SC,OpenDataKerala GitHub
2020,Kasargode,Manjeshwar,11,NAYABAZAR,SHAMEENA TEACHER,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kasargode,Manjeshwar,12,MAJEERPALLA,RADHAKRISHNA K V,BJP,General,General,OpenDataKerala GitHub
2020,Kasargode,Manjeshwar,13,KADAMBAR,ASHWINI M L,BJP,Woman,Woman,OpenDataKerala GitHub
2020,Kasargode,Manjeshwar,14,UPPALA,MOHAMMED HANIF P K,IUML,General,General,OpenDataKerala GitHub
2020,Kasargode,Manjeshwar,15,MANJESHWAR,SHAMSEENA A,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kasargode,Kasaragod,1,ARIKKADY,ASHRAF KARLA,IUML,General,General,OpenDataKerala GitHub
2020,Kasargode,Kasaragod,2,KUMBLA,PREMA SHETTY,BJP,Woman,Woman,OpenDataKerala GitHub
2020,Kasargode,Kasaragod,3,MOGRAL,ZEENATH NAZEER KALLANGAI,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kasargode,Kasaragod,4,ERIYAL,P A ASHRAF ALI,INC,General,General,OpenDataKerala GitHub
2020,Kasargode,Kasaragod,5,ULIYATHADKA,JAMEELA AHMED,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kasargode,Kasaragod,6,NEERCHAL,JAYANTHI,BJP,Woman,Woman,OpenDataKerala GitHub
2020,Kasargode,Kasaragod,7,PERDALA,ASHWINI K M,BJP,Woman,Woman,OpenDataKerala GitHub
2020,Kasargode,Kasaragod,8,EDANEER,C V JAMES,INC,General,General,OpenDataKerala GitHub
2020,Kasargode,Kasaragod,9,CHERKALA,SAKEENA ABDULLA HAJI,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kasargode,Kasaragod,10,CHENGALA,MOHAMMED HANEEFA C A,IUML,General,General,OpenDataKerala GitHub
2020,Kasargode,Kasaragod,11,BENDICHAL,KADEEJATH SAMEEMA K A,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kasargode,Kasaragod,12,KALANAD,KALABHAVAN RAJU,IUML,SC,SC,OpenDataKerala GitHub
2020,Kasargode,Kasaragod,13,CHEMNAD,BADARUL MUNEER N A,IUML,General,General,OpenDataKerala GitHub
2020,Kasargode,Kasaragod,14,CIVIL STATION,SAIMA C A,IUML,Woman,Woman,OpenDataKerala GitHub
