Year,Corporation,Ward_No,Ward_Name,Winning_Candidate,Party,Category,Reservation_Status,Source
2020,Thrissur,49,ELTHURUTH,SAJITHA SHIBU,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Thrissur,50,LALOOR,P.K.SHAJAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Thrissur,51,ARANATTUKARA,ANOOP DAVIS CADA,CPI(M),General,General,OpenDataKerala GitHub
2020,Thrissur,52,KANATTUKARA,P SUKUMARAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Thrissur,53,AYYANTHOLE,N.PRASAD,BJP,General,General,OpenDataKerala GitHub
2020,Thrissur,54,CIVIL STATION,SUNITHA VINU,INC,Woman,Woman,OpenDataKerala GitHub
2020,Thrissur,55,PUTHURKARA,MAPHY DELSON,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,1,ELATHUR,MANOHARAN,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,2,CHETTIKULAM,SHIJINA O P,CPI(M),SC Woman,SC Woman,OpenDataKerala GitHub
2020,Kozhikode,3,ERANHIKKAL,EDAVAZHI PEEDIKAYIL SAFEENA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,4,PUTHUR,V P MANOJ,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,5,MOKAVUR,S M THUSHARA,NCP,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,6,KUNDOOPARAMB,K REEJA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,7,KARUVISSERY,VARUN BHASKER,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,8,MALAPARAMB,K P RAJESH KUMAR,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,9,THADAMBATTU THAZHAM,P P NIKHIL,CPI(M),SC,SC,OpenDataKerala GitHub
2020,Kozhikode,10,VENGERI,O SADASHIVAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,11,POOLAKKADAVU,FENISHA.K.SANTHOSH,CPI(M),SC Woman,SC Woman,OpenDataKerala GitHub
2020,Kozhikode,12,PAROPPADI,K C SHOBITHA,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,13,CIVIL STATION,M N PRAVEEN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,14,CHEVARAMBALAM,SARITHA P,BJP,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,15,VELLIMADUKUNNU,T K CHANDRAN,INDEPENDENT,General,General,OpenDataKerala GitHub
2020,Kozhikode,16,MOOZHIKKAL,M P HAMEED,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,17,CHELAVOOR,ADV. C.M.JAMSHEER,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,18,MAYANAD,SMITHA.A,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,19,MEDICAL COLLEGE SOUTH,E.M.SOMAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,20,MEDICAL COLLEGE,K.MOHANAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,21,CHEVAYUR,DR.AJITHA.P.N,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,22,KOVOOR,SURESHKUMAR.T,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,23,NELLIKKODE,SUJATHA KOODATHINGAL,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,24,KUDILTHOD,V.PRASANNA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,25,KOTTOOLI,DR.S. JAYASREE,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,26,PARAYANCHERI,K.T.SUSHAJ,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,27,PUTHIYARA,RANEESH.T,BJP,General,General,OpenDataKerala GitHub
2020,Kozhikode,28,KUTHIRAVATTAM,ANILKUMAR.M.C,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,29,POTTAMMAL,DR. BEENA PHILIP (BEENA TEACHER),CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,30,KOMMERI,KAVITHA ARUN,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,31,KUTTIYIL THAZHAM,M.P.SURESH,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,32,POKKUNNU,ESSA AHAMMED K,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,33,KINASSERY,SAHIDA SULAIMAN,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,34,MANKAVU,OMANA MADHU,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,35,AYCHAVATTAM,N C MOYINKUTTY,INDEPENDENT,General,General,OpenDataKerala GitHub
2020,Kozhikode,36,KALLAI,SUDHAMANI.M.C,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,37,PANNIYANKARA,K NIRMALA,INDEPENDENT,General,General,OpenDataKerala GitHub
2020,Kozhikode,38,MEENCHANTHA,REMYA SANTHOSH,BJP,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,39,THIRUVANNUR,AYISABI PANDIKASALA,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,40,AREEKAD NORTH,RAFEENA ANWAR,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,41,AREEKAD,AJEEBA BEEVI,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,42,NALLALAM,MIMOONA TEACHER,INDEPENDENT,General,General,OpenDataKerala GitHub
2020,Kozhikode,43,KOLATHARA,T.K.PREMALATHA,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,44,KUNDAYITHODE,M.P.SHAHARBAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,45,CHERUVANNUR EAST,P.SHEEBA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,46,CHERUVANNUR WEST,P.C.RAJAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,47,BEYPUR PORT,M GIRIJA TEACHER,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,48,BEXYPUR,THOTTUNGAL RAJANI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,49,MARADU,SURESAN K,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,50,NADUVATTAM,KRISHNA KUMARI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,51,PUNCHAPPADAM,RAJEEV K,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,52,ARAKKINAR,SHEMEENA T K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,53,MATHOTTAM,MUHAMMED NAVAS,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,54,KAPPAKKAL,MUSAFAR AHAMMED,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,55,PAYYANAKKAL,N JAYASHEELA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,56,CHAKKUMKADAVU,M.BIJULAL,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,57,MUKHADAR,MUHSINA P,Con(S),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,58,KUTTICHIRA,K.MOIDEEN KOYA,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,59,CHALAPPURAM,P.USHADEVI TEACHER,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,60,PALAYAM,P K NASAR,CPI,General,General,OpenDataKerala GitHub
2020,Kozhikode,61,VALIYANGADI,S.K.ABOOBACKER,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,62,MOONNALINGAL,K.RAMLATH,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,63,THIRUTHIYAD,P.DIVAKARAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,64,ERANHIPPALAM,REKHA.C,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,65,NADAKKAVU,ALPHONSA MATHEW,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,66,VELLAYIL,SOUFIYA ANEESH,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,67,THOPPAYIL,C.P.SULAIMAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,68,CHAKKAROTHUKULAM,ANURADHA THAYAT,BJP,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,69,KARAPPARAMB,NAVYA HARIDAS,BJP,General,General,OpenDataKerala GitHub
2020,Kozhikode,70,EAST HILL,N.SIVAPRASAD,BJP,General,General,OpenDataKerala GitHub
2020,Kozhikode,71,ATHANIKKAL,C.S.SATHYABHAMA,BJP,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,72,WESTHILL,M.K.MAHESH,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,73,EDAKKAD,T.MURALEEDHARAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,74,PUTHIYANGADI,PRASEENA.P,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,75,PUTHIYAPPA,V.K.MOHAN DAS,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,1,PALLIYAMMOOLA,ADV. MARTIN GEORGE,INC,General,General,OpenDataKerala GitHub
2020,Kannur,2,KUNNAV,K SEETHA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,3,KOKKENPARA,A KUNHAMBU,CPI(M),SC,SC,OpenDataKerala GitHub
2020,Kannur,4,PALLIKUNNU,V K SHYJU,BJP,General,General,OpenDataKerala GitHub
2020,Kannur,5,TALAP,BEEBI P P,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kannur,6,UDAYAMKUNNU,ADV: INDIRA P,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kannur,7,PODIKUNDU,SUKANYA N,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,8,KOTTALI,T RAVEENDRAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,9,ATHAZHAKUNNU,KOOKKIRI RAJESH,INC,General,General,OpenDataKerala GitHub
2020,Kannur,10,KAKKAD,P KOULATH,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kannur,11,THULICHERI,SUNISHA C,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kannur,12,KAKKAD NORTH,PANAYAN USHA,IUML,SC Woman,SC Woman,OpenDataKerala GitHub
2020,Kannur,13,SADULIPALLI,M SAKUNDALA,IUML,SC Woman,SC Woman,OpenDataKerala GitHub
2020,Kannur,14,PALLIPRAM,A UMAIBA,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kannur,15,VARAM,SREEJA ARAMBAN,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kannur,16,VALIYANNUR,ABDUL RAZAK K P,IUML,General,General,OpenDataKerala GitHub
2020,Kannur,17,CHELORA,PRADEEPAN K,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,18,MACHERI,SREELATHA V K,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kannur,19,PALLIPPOIL,MINI ANILKUMAR,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kannur,20,KAAPAD,K NIRMALA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,21,ELAYAVOOR NORTH,P P VALSALAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,22,ELAYAVOOR SOUTH,DHANESH MOHAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,23,MUNDAYAD,SHAHINA MOIDEEN,INC,General,General,OpenDataKerala GitHub
2020,Kannur,24,EDACHOVVA,N USHA,CPI,Woman,Woman,OpenDataKerala GitHub
2020,Kannur,25,ATHIRAKAM,E T SAVITHRI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,26,KAPPICHERI,K M SARASA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,27,MELECHOVVA,PRAKASHAN PAYYANADAN,INC,General,General,OpenDataKerala GitHub
2020,Kannur,28,THAZHECHOVVA,S SHAHEEDA,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,29,KEEZHUTHALLI,P K SAJESH KUMAR,INC,General,General,OpenDataKerala GitHub
2020,Kannur,30,THILANOOR,K P RAJANI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,31,AATTADAPPA,V BALAKRISHNAN,INC,General,General,OpenDataKerala GitHub
2020,Kannur,32,CHALA,ADV. T O MOHANAN,INC,General,General,OpenDataKerala GitHub
2020,Kannur,33,EDAKKAD,K V SAVITHA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,34,EZHARA,FIROZA HASHIM,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kannur,35,ALINGEEL,RAGESH P K,INC,General,General,OpenDataKerala GitHub
2020,Kannur,36,KEEZHUNNA,KRISHNAKUMAR P V,INC,General,General,OpenDataKerala GitHub
2020,Kannur,37,THOTTADA,BIJOY THAYYIL,INC,General,General,OpenDataKerala GitHub
2020,Kannur,38,ADIKADALAYI,ANITHA K V,CPI,Woman,Woman,OpenDataKerala GitHub
2020,Kannur,39,KURUVA,K N MINI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,40,PADANNA,SAYED ZIYAD THANGAL,IUML,General,General,OpenDataKerala GitHub
2020,Kannur,41,VETHILAPPALI,ASEEMA C H,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kannur,42,NEERCHAAL,MUSLIH MADATHIL,IUML,General,General,OpenDataKerala GitHub
2020,Kannur,43,ARAKKAL,ASHRAF CHITTULLI,IUML,General,General,OpenDataKerala GitHub
2020,Kannur,44,CHOVVA,C M PADMAJA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,45,THANA,K SHABEENA,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kannur,46,SOUTH BAZAR,ADV P K ANVER,CPI(M),General,General,OpenDataKerala GitHub
2020,Kannur,47,TEMPLE,M P RAJESH,INC,General,General,OpenDataKerala GitHub
2020,Kannur,48,THAYETHERU,SURESH BABU ELAYAVOOR,INC,General,General,OpenDataKerala GitHub
2020,Kannur,49,KASANAKOTTA,SHAMEEMA TEACHER,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kannur,50,AYIKKARA,K M SABIRA TEACHER,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kannur,51,KANATHOOR,SURESH K,INDEPENDENT,General,General,OpenDataKerala GitHub
2020,Kannur,52,THALIKKAVU,ADV. CHITHIRA SASIDHARAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kannur,53,PAYYAMBALAM,P V JAYASOORYAN,INC,General,General,OpenDataKerala GitHub
2020,Kannur,54,CHALAD,K P RASHID,IUML,General,General,OpenDataKerala GitHub
2020,Kannur,55,PANJIKKAYIL,ANITHA K P,INC,Woman,Woman,OpenDataKerala GitHub
