Year,District,Block,Grama_Panchayat,Ward_No,Ward_Name,Winning_Candidate,Party,Category,Reservation_Status,Source
2020,Kozhikode,,Edacheri,10,AALISSERY,SREEDHARAN M,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Edacheri,11,THALAYI NORTH,RAHANA,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Edacheri,12,THALAYI,SHAREEFA KOLAKKOTTU,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Edacheri,13,NARIKKUNNU,T K BABU (MOTTI),INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Edacheri,14,KALIYAM VELLI,NISHA N,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Edacheri,15,KAKKANNUR`,SHIBIN T K,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Edacheri,16,EDACHERI CENTRAL,SHAREEFA. V,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Edacheri,17,THURUTHI,RAJAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Purameri,1,HIGHSCHOOL,VIJISHA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Purameri,2,PURAMERI,SAMEERA KOOTTAYI,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Purameri,3,PURAMERI THERU,BEENA KALLIL,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Purameri,4,VILATHAPURAM,SEENA T.P,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Purameri,5,ELAYIDAM,RAJESH N.T,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Purameri,6,VATTAPOYIL,ALIMATH P K,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Purameri,7,NADEMMAL,SREELATHA P,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Purameri,8,NADAKKUMEETHAL,GANGADHARAN V.T,CPI,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Purameri,9,AROOR,ADV.JYOTHILAKSHMI V K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Purameri,10,KALLUMPURAM,GEETHA M.M,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Purameri,11,PIRAKIN KAD,REETHA,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Purameri,12,PERUMUNDASSERI,RAVI KOODATHANKANDY,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Purameri,13,KUNINGAD,RAJEESH E T K,INC,SC,SC,OpenDataKerala GitHub
2020,Kozhikode,,Purameri,14,KUNHALLUR,VIJAYAN MASTER C M,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Purameri,15,ARAMVALLY,SAMEER MASTER K,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Purameri,16,MUTHUVADATHUR,BABU K K,LJD,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Purameri,17,KOVILAKAM,JISHA O T,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Tuneri,1,MUDAVANTHERI WEST,VALAPPIL KUNHAMMAD MASTER,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Tuneri,2,KALATHARA,LISHA,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Tuneri,3,MUDAVANTHERI EAST,RASHEED KANHIRAKKANDIYIL,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Tuneri,4,PERODE,SHAHINA P,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Tuneri,5,AVOLAM,K.MADHU MOHANAN,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Tuneri,6,CHALAPPURAM,SUDHA SATHYAN,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Tuneri,7,VELLOOR SOUTH,VIJAYAN C.H,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Tuneri,8,KODANCHERY SOUTH,ADV. P.P LATHA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Tuneri,9,KODANCHERY NORTH,E.K RAJAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Tuneri,10,TUNERI WEST,AJITHA V.K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Tuneri,11,VELLOOR NORTH,RAJILA KIZHAKKUM KARAMMAL,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Tuneri,12,CHALAPPURAM NORTH,REJULA NIDUMBRATH,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Tuneri,13,KANNANKAI,KRISHNAN KANANDHERI,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Tuneri,14,TUNERI TWON,T.N RANJITH,CPI(M),SC,SC,OpenDataKerala GitHub
2020,Kozhikode,,Tuneri,15,MUDAVANTHERI,FOUSIA SALEEM N.C,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Valayam,1,VANNARKANDI,SINILA P P,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Valayam,2,VARAYAL,VINODAN K,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Valayam,3,KALLUNIRA,SHABINA K T,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Valayam,4,PUNCHA,V K RAVI,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Valayam,5,CHUZHALI,VIJESH KOORIKKANDI,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Valayam,6,NEELAND,K P PRADEESH,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Valayam,7,CHALIYATTU POYIL,M SUMATHI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Valayam,8,NIRAV,M DEVI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Valayam,9,KUTTIKKADU,M K ASOKAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Valayam,10,THEEKKUNI,SUSANTH VALAYAM,INDEPENDENT,SC,SC,OpenDataKerala GitHub
2020,Kozhikode,,Valayam,11,ONAPARAMB,N RAIHANATH,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Valayam,12,CHERUMOTH,NASEEMA NARONTEVIDA,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Valayam,13,MANIYALA,V P SASIDHARAN MASTER,CPI,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Valayam,14,CHEKKOTTA,NISHA P T,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Vanimal,1,CHELAMUKK,FATHIMA KANDIYIL,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Vanimal,2,VAYALPEEDIKA,RASSACK NADUVILAKKANDI,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Vanimal,3,VERKKADAVU,SOOPY,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Vanimal,4,BHOOMIVATHUKKAL,V.K MOOSSA MASTER,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Vanimal,5,VELLIYODE,MUFEEDA THATTANKANDI,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Vanimal,6,PUTHUKKUDI,SIVARAM .C.K,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Vanimal,7,NIDUMPARAMP,MINI. K.P,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Vanimal,8,CHITTAARI,CHANDRA BABU .A,CPI(M),ST,ST,OpenDataKerala GitHub
2020,Kozhikode,,Vanimal,9,PALOOR,JANSI,CPI,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Vanimal,10,VILANGAD,SELMA RAJU,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Vanimal,11,KARUKULAM,SARADA,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Vanimal,12,KOMMIYODE,SHYNI.A.P,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Vanimal,13,PARAPPUPARAA,RAMSHID CHERANANDI,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Vanimal,14,KODIYURA,ANAS K V,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Vanimal,15,KULAPPARAMP,ABDUL MAJEED,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Vanimal,16,VANIMEL,P.SURAYYA TEACHER,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Kunnummal,1,PATHIRIPPATTA WEST,HEMA,LJD,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Kunnummal,2,PATHIRIPPATTA EAST,NAVYA N,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Kunnummal,3,PILACHERI,VIJILESH V,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Kunnummal,4,MURUVASSERY,K SHINU,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Kunnummal,5,MOKERI EAST,V K REETHA,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Kunnummal,6,MOKERI WEST,A RATHEESH,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Kunnummal,7,VATTOLI,SAJITHA C P,NCP,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Kunnummal,8,MATHUKUNNU,SHIBIN M,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Kunnummal,9,KAKKATTIL SOUTH,MURALI KULANGARATH,INC,SC,SC,OpenDataKerala GitHub
2020,Kozhikode,,Kunnummal,10,KUNNUMMAL,NASEERA,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Kunnummal,11,KAKKATTIL NORTH,REENA SURESH,CPI,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Kunnummal,12,OTHAYOTH,VANAJA OTHAYOTH,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Kunnummal,13,KUNDUKADAVU,RINCY R K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Nadapuram,1,IYYANKODE WEST,VASU PUTHIYAPARAMBATH,INC,SC,SC,OpenDataKerala GitHub
2020,Kozhikode,,Nadapuram,2,IYYANKODE EAST,C.K.NASAR,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Nadapuram,3,VISHNUMANGALAM,V.A.C.MASBOOBA ASEED,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Nadapuram,4,VISHNUMANGALAM WEST,V.P.KUNHIRAMAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Nadapuram,5,KUTTIPRAM,DILEEPKUMAR,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Nadapuram,6,PERUVANKARA,REENA KINAMBREMMAL,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Nadapuram,7,CHEEYYOOR,AKHILA MARIYAT,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Nadapuram,8,CHELAKKAD NORTH,A K BIJITH,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Nadapuram,9,CHELAKKAD SOUTH,M C SUBAIR,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Nadapuram,10,KALLACHI TOWN,NISHA,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Nadapuram,11,ONPATH KANDAM,SUNITHA EDAVATHKANDI,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Nadapuram,12,NARIKKATTERI,A.K.DUBEER MASTER,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Nadapuram,13,VARIKKOLI,T LEENA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Nadapuram,14,KUMMAMKODE,ROSHNA PILAKKATT,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Nadapuram,15,KAKKAMVELLI,V. ABDUL JALEEL,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Nadapuram,16,KUMMAMKODE SOUTH,AYISHA,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Nadapuram,17,KUMMAMKODE EAST,SUMAYYA,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Nadapuram,18,KALLACHI,P.P.BALAKRISHNAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Nadapuram,19,NADAPURAM,ABBAS KANEKKAL,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Nadapuram,20,PULIKKOOL,SAMEERA.C.T.K,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Nadapuram,21,NADAPURAM TOWN,V.V.MUHAMMED ALI,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Nadapuram,22,KAKKATTIL,JANEEDA FIRDOUS,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Kayakkody,1,NEDUMANNOOR,SHYMA C K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Kayakkody,2,KANAYAMKODE,SOBHA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Kayakkody,3,KAYAKKODY,SHIJIL O P,CPI(M),SC,SC,OpenDataKerala GitHub
2020,Kozhikode,,Kayakkody,4,PALOLY,JALAJA C P,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Kayakkody,5,KARIMBALAKKANDY,REEJA M,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Kayakkody,6,DEVERKOVIL,ASHRAF K K,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Kayakkody,7,THALEEKKARA,KUNHABDULLA,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Kayakkody,8,POOLAKKANDY,AMMAD,INDEPENDENT,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Kayakkody,9,MUTTUNADA,SARITHA MURALI,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Kayakkody,10,KOOTTOOR,BIJU K P,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Kayakkody,11,KULANGARATHAZHA,ABDUL LATHEEF M K,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Kayakkody,12,KARANDODE,SAJISHA EDAKKUDI,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Kayakkody,13,CHANGARAMKULAM,O P MANOJ,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Kayakkody,14,KOVUKKUNNU,AJISHA M T,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Kayakkody,15,KAREKKUNNU,ABDUL RAFEEQUE,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Kayakkody,16,PALAYAD,UMA K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Kavilumpara,1,KARINGAD,P K PURUSHOTHAMAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Kavilumpara,2,KOODALIL,THANKAMANI KALAYIL,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Kavilumpara,3,KARIMUNDA,ANIL PARAPPUMMAL,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Kavilumpara,4,POOTHAMPARA,ANNAMMA GEORGE,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Kavilumpara,5,CHAPPANTHOTTAM,SALI SAJI KOZHUVANAL,KC(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Kavilumpara,6,VANNATHIYETT,PUSHPA THOTTUMCHIRA,CPI,SC,SC,OpenDataKerala GitHub
2020,Kozhikode,,Kavilumpara,7,VATTIPANA,REMESHAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Kavilumpara,8,KUNDUTHODE,EALIKUTTY VAZHAMPLACKEL,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Kavilumpara,9,PUTHUKKAD,MOIDEEN KUNHU,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Kavilumpara,10,NAGAMPARA,SOBHA P K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Kavilumpara,11,ASWASI,LENISHA SUNIL DUTT,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Kavilumpara,12,KALANGODE,K P SREEDHARAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Kavilumpara,13,MOYILOTHARA,GEORGE PONNATTIL,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Kavilumpara,14,THEKKELAKKANDI,NUSRATH,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Kavilumpara,15,PAIKKALANGADI,NASHMA,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Kavilumpara,16,THOTTILPALAM,SURENDRAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Kuttiadi,1,MEETHALE VATAYAM,NISHA K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Kuttiadi,2,NARIKOOTUMCHALIL,MOHANDAS T K,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Kuttiadi,3,KOORARA,KUTTIALI T K,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Kuttiadi,4,POOLATHARA,O T NAFEESA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Kuttiadi,5,KUTTIADY,ABDUL MAJEED A C,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Kuttiadi,6,KAMMANATHAZHA,HASHIM N,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Kuttiadi,7,NOTTIKANDY,GEETHA A T,INC,SC,SC,OpenDataKerala GitHub
2020,Kozhikode,,Kuttiadi,8,URATH,SABINA P K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Kuttiadi,9,MAVULLA CHALIL,SUMITHRA C K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Kuttiadi,10,PANNIVAYAL,JUGUNU,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Kuttiadi,11,PALONKARA,ABDULKAREEM MEPPALLIPOYIL,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Kuttiadi,12,NADUPPOYIL,SOBHA K P,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Kuttiadi,13,NITTOOR,CHANDRAN P P,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Kuttiadi,14,PONNELAYI,RAJITHA M P,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Maruthonkara,1,KALLAD,SAMEERA BASHEER,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Maruthonkara,2,PAIKKATTUMMAL,SAJITH K,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Maruthonkara,3,KACHERI,AJITHA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Maruthonkara,4,MARUTHOMKARA,T N NISHA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Maruthonkara,5,VILLIAMPARA,BINDU,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Maruthonkara,6,KOTHODE,REENA V P,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Maruthonkara,7,THOOVATTAPOYIL,RAJILESH P,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Maruthonkara,8,PASUKKADAVU,DENNY THOMAS,KC(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Maruthonkara,9,CENTREMUKKU,C P BABURAJ,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Maruthonkara,10,VANNATHICHIRA,SHOBA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Maruthonkara,11,MULLANKUNNU,THOMAS KANJIRATHINGAL,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Maruthonkara,12,MARUTHOMKARA SOUTH,VANAJA PATTIYATT,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Maruthonkara,13,MUNDAKKUTTI,SEEMA PARACHALIL,INC,SC,SC,OpenDataKerala GitHub
2020,Kozhikode,,Maruthonkara,14,ADUKKATH,ALI T P,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Velom,1,KAKKUNI,P. SOOPPY MASTER,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Velom,2,THEEKKUNI,SAREENABI,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Velom,3,THOOVAMALA,SHYNI K K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Velom,4,VALAKETTU,ABDUL AZEEZ,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Velom,5,KAPPUMALA,SITHARA K C,NCP,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Velom,6,CHERUKUNNU,ANEESHA PRADEEP,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Velom,7,SANTHINAGAR,M C MOIDU,WPI,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Velom,8,KOOLIKKUNNU,P.P CHANDRAN,CPI(M),SC,SC,OpenDataKerala GitHub
2020,Kozhikode,,Velom,9,ARAMBOL,FATHIMA,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Velom,10,PERUVAYAL,THAYANA BALMANI,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Velom,11,KURICHAKAM,P.M.KUMARAN MASTER,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Velom,12,PALLIYATH,SUMA T,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Velom,13,GULIKAPPUZHA,BEENA KOTTEMMAL,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Velom,14,MANIMALA,ADV. ANJANA SATHYAN,CPI,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Velom,15,POOLAKKOOL,NAYEEMA K,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Velom,16,KOYURA,K.C BABU MASTER,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Velom,17,PALODIKKUNNU,E.P.SALEEM,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Narippatta,1,PAYYEKKANDI,SHAJU TOM PLAKKAL,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Narippatta,2,KUMBALACHOLA,MINI P,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Narippatta,3,VALOOK,ALPHONSA ROBIN,KC(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Narippatta,4,MULLAMBATH,SASI T,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Narippatta,5,NADUTHARA,SHEEJA T K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Narippatta,6,THAVULLAKOLLY,BABU KATTALI,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Narippatta,7,MUNDYODE,AJITHA V T,CPI,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Narippatta,8,KAIVELI,ANURAJ V K,CPI(M),SC,SC,OpenDataKerala GitHub
2020,Kozhikode,,Narippatta,9,CHAMBILORA,NANU V,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Narippatta,10,KAYAKKOL,LIBIYA M,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Narippatta,11,KANDOTHKUNI,SAKEENA HYDER,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Narippatta,12,MANNIYUR,SUDHEER T,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Narippatta,13,THAZHE NARIPPATTA,SAJITHA SUDHAKARAN,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Narippatta,14,CHEVITTUPARA,ABDULAZEEZ C V,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Narippatta,15,KOYYAL,BEENA V K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Narippatta,16,KAKKUZHIPEEDIKA,KUNHABDULLA C P,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Narippatta,17,THINOOR,LEKHA K K,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Ayancheri,1,MIDIYERI,T.SAJITH,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Ayancheri,2,ANCHUKANDAM,ASHRAF VELLILATT,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Ayancheri,3,KEERIYANGADI,T.K. HARIS,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Ayancheri,4,THANEERPANTHAL,KATTIL MOIDU MASTER,IUML,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Ayancheri,5,KADAMERI,SARALA.K,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Ayancheri,6,KAMICHERI,SHYBA MALLIVEETIL,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Ayancheri,7,MOOKKADATHUM VAYAL,ABDUL HAMEED NELYATTUMMAL,INC,General,General,OpenDataKerala GitHub
2020,Kozhikode,,Ayancheri,8,THAROPOYIL,AYISHA.P.K,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Ayancheri,9,PANTHAPPOYIL,LISA PUNAYANKOTT,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Ayancheri,10,KUTTIYADI POYIL,NAJMUNNISA C.M,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Ayancheri,11,NALOM KOROL,LATHIKA PM,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Ayancheri,12,KADAMERI WEST,T.V.KUNHIRAMAN MASTER,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Ayancheri,13,MANGALAD,SURENDRAN.A,IUML,SC,SC,OpenDataKerala GitHub
2020,Kozhikode,,Ayancheri,14,POYILPARA,P.RAVEENDRAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kozhikode,,Ayancheri,15,KUTTIVAYAL,SREELADHA .N.P,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Ayancheri,16,KACHERIPARAMBU,ANIYOTH PRAVITHA,LJD,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Ayancheri,17,PONMERI,SUDHA SURESH,CPI,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Villiappally,1,VAIKKILASSERY ROAD,SUNITHA THALIKKANDIYIL,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kozhikode,,Villiappally,2,MAYYANNUR NORTH,NASEEMA THATTANKUNIYIL,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
